video_name,frame_number,object_class,class_name,confidence_score,x1,y1,x2,y2,is_face
segment_000,12,0,person,0.7276279926300049,180.142333984375,191.1787109375,455.0021667480469,478.87750244140625,False
segment_000,12,0,person,0.47120752930641174,414.4588317871094,223.4623260498047,636.9717407226562,478.9556579589844,False
segment_000,13,0,person,0.6105788946151733,181.5227813720703,195.65972900390625,456.1383361816406,479.1517333984375,False
segment_000,13,0,person,0.3788833022117615,422.4420471191406,223.7253875732422,639.8646240234375,478.7734375,False
segment_000,14,0,person,0.625641942024231,184.99671936035156,197.42071533203125,458.6539001464844,479.2371826171875,False
segment_000,14,0,person,0.20223329961299896,430.8729553222656,223.77816772460938,640.0,478.0897216796875,False
segment_000,15,0,person,0.7591741681098938,189.30047607421875,201.6145477294922,468.0920104980469,478.5829162597656,False
segment_000,15,0,person,0.34821853041648865,365.7859191894531,229.36947631835938,567.9710083007812,479.46343994140625,False
segment_000,16,0,person,0.8036332726478577,195.27442932128906,206.05511474609375,475.121337890625,478.7276611328125,False
segment_000,16,0,person,0.16251318156719208,371.2401123046875,229.59909057617188,584.07666015625,479.35919189453125,False
segment_000,17,0,person,0.6744861006736755,197.58303833007812,210.64723205566406,483.9722900390625,480.0,False
segment_000,17,0,person,0.3319583833217621,378.66278076171875,226.56834411621094,619.127197265625,480.0,False
segment_000,18,0,person,0.7322680354118347,198.2541961669922,214.00906372070312,483.9668273925781,479.9811706542969,False
segment_000,18,0,person,0.3260822296142578,381.8668518066406,220.397216796875,634.8355712890625,478.93255615234375,False
segment_000,19,0,person,0.6829243302345276,198.76573181152344,217.2499237060547,485.19512939453125,479.296630859375,False
segment_000,19,0,person,0.46327441930770874,387.064697265625,220.42428588867188,633.9459228515625,477.87237548828125,False
segment_000,20,0,person,0.8145616054534912,199.36245727539062,217.3813018798828,488.9287414550781,478.7471618652344,False
segment_000,20,0,person,0.2663723826408386,391.5062561035156,226.64219665527344,622.4525756835938,478.07110595703125,False
segment_000,21,0,person,0.7837960124015808,205.56057739257812,217.59768676757812,488.5649719238281,478.6478576660156,False
segment_000,21,0,person,0.3104316294193268,393.7320556640625,224.00250244140625,628.066162109375,478.41363525390625,False
segment_000,22,0,person,0.7782201766967773,206.24105834960938,216.58485412597656,487.3042297363281,478.2763977050781,False
segment_000,22,0,person,0.49986013770103455,394.3219909667969,215.4395751953125,635.6221313476562,479.0084533691406,False
segment_000,23,0,person,0.7306135296821594,203.47964477539062,215.6154327392578,489.5598449707031,477.6982116699219,False
segment_000,23,0,person,0.48976513743400574,394.6607971191406,201.07620239257812,639.3577880859375,478.6208190917969,False
segment_000,24,0,person,0.6515522003173828,210.95518493652344,213.1912384033203,492.6180419921875,476.9256286621094,False
segment_000,24,0,person,0.44043853878974915,394.7170104980469,214.20333862304688,635.33251953125,477.42559814453125,False
segment_000,25,0,person,0.6842250227928162,207.38363647460938,213.26158142089844,497.6355895996094,477.74322509765625,False
segment_000,25,0,person,0.316148042678833,434.8909912109375,201.974365234375,640.0,478.26202392578125,False
segment_000,26,0,person,0.41326436400413513,186.45437622070312,211.95010375976562,502.04608154296875,478.44317626953125,False
segment_000,26,0,person,0.5182082056999207,412.59881591796875,201.3674774169922,640.0,479.2973937988281,False
segment_000,27,0,person,0.7345064282417297,179.46861267089844,216.98655700683594,502.89111328125,478.8009033203125,False
segment_000,27,0,person,0.18659479916095734,440.7656555175781,193.7120819091797,640.0,479.0422668457031,False
segment_000,28,0,person,0.27010786533355713,180.36102294921875,213.28350830078125,503.8959655761719,478.7420654296875,False
segment_000,28,0,person,0.4554170072078705,414.0924377441406,195.70106506347656,640.0,479.3657531738281,False
segment_000,29,0,person,0.1040101870894432,207.69976806640625,211.13406372070312,507.27960205078125,479.0558166503906,False
segment_000,29,0,person,0.6400782465934753,408.53973388671875,191.1391143798828,640.0,479.2868347167969,False
segment_000,29,0,person,0.33226853609085083,182.3192596435547,0.5600318312644958,640.0,477.505859375,False
segment_000,30,0,person,0.3421861231327057,281.71478271484375,212.17996215820312,512.258544921875,477.653076171875,False
segment_000,30,0,person,0.3653758764266968,413.6044006347656,202.43545532226562,640.0,477.5449523925781,False
segment_000,30,0,person,0.19147805869579315,192.26486206054688,0.0,640.0,471.1744384765625,False
segment_000,31,0,person,0.48380446434020996,237.21397399902344,188.45001220703125,543.6491088867188,471.4278564453125,False
segment_000,31,0,person,0.286450058221817,208.66305541992188,0.0,640.0,472.91949462890625,False
segment_000,32,0,person,0.5238197445869446,287.9962158203125,147.26991271972656,626.3479614257812,464.8048095703125,False
segment_000,33,0,person,0.18677595257759094,358.54998779296875,107.4251480102539,640.0,469.3698425292969,False
segment_000,34,0,person,0.19259579479694366,378.6692199707031,74.33533477783203,640.0,467.6048889160156,False
segment_000,35,0,person,0.15611836314201355,382.6130676269531,95.91814422607422,640.0,473.8968811035156,False
segment_000,36,0,person,0.2991536259651184,390.2467346191406,65.3947525024414,640.0,476.6688537597656,False
segment_000,37,0,person,0.7578614950180054,394.4648132324219,47.32867431640625,640.0,476.9374694824219,False
segment_000,38,0,person,0.47061124444007874,393.7868347167969,47.68482971191406,639.8086547851562,476.3918762207031,False
segment_000,39,0,person,0.6108472943305969,383.4742126464844,71.73970031738281,636.4937133789062,480.0,False
segment_000,40,0,person,0.6590724587440491,370.9351501464844,52.77882766723633,634.63134765625,480.0,False
segment_000,40,62,tv,0.4319007694721222,445.7393493652344,356.232666015625,591.09716796875,480.0,False
segment_000,41,0,person,0.7623111605644226,362.8289489746094,45.234840393066406,634.934814453125,480.0,False
segment_000,42,0,person,0.7583785653114319,362.6424560546875,47.609642028808594,635.4645385742188,480.0,False
segment_000,43,0,person,0.7229557633399963,362.96490478515625,52.05992126464844,635.9012451171875,480.0,False
segment_000,44,0,person,0.5591649413108826,357.63421630859375,60.60737609863281,634.9114990234375,477.4886779785156,False
segment_000,45,0,person,0.7784267663955688,331.8216552734375,89.1431884765625,621.5421752929688,480.0,False
segment_000,46,0,person,0.7768381834030151,309.81317138671875,110.2231674194336,628.7408447265625,480.0,False
segment_000,47,0,person,0.8543395400047302,322.2778015136719,100.66421508789062,638.4917602539062,472.7110290527344,False
segment_000,47,72,refrigerator,0.4198005795478821,1.2864538431167603,0.8822768926620483,636.7181396484375,477.8363342285156,False
segment_000,48,0,person,0.8296147584915161,333.0680847167969,88.0311508178711,640.0,470.7160949707031,False
segment_000,48,72,refrigerator,0.5404025912284851,2.4111316204071045,0.0,636.4701538085938,475.0995178222656,False
segment_000,49,0,person,0.8155452609062195,328.5845642089844,76.63256072998047,640.0,467.4192810058594,False
segment_000,50,0,person,0.8768455982208252,329.6863098144531,80.2529296875,640.0,478.619384765625,False
segment_000,51,0,person,0.7923074960708618,330.7141418457031,81.6217269897461,640.0,479.21197509765625,False
segment_000,51,72,refrigerator,0.3893555998802185,0.0,3.4004201889038086,635.819091796875,480.0,False
segment_000,52,0,person,0.8172134160995483,339.6814270019531,80.06755065917969,640.0,480.0,False
segment_000,52,72,refrigerator,0.14324219524860382,0.0,2.9510397911071777,636.3980102539062,480.0,False
segment_000,53,0,person,0.720164954662323,347.9971923828125,78.92008972167969,640.0,476.4162292480469,False
segment_000,53,72,refrigerator,0.1983243077993393,0.23314015567302704,7.8943705558776855,637.7699584960938,480.0,False
segment_000,54,0,person,0.8591176867485046,373.6368713378906,65.81573486328125,640.0,480.0,False
segment_000,55,0,person,0.7010579705238342,382.7185363769531,71.33084869384766,640.0,480.0,False
segment_000,56,0,person,0.7662385702133179,395.1322021484375,64.61161804199219,640.0,480.0,False
segment_000,57,0,person,0.6504483819007874,404.5827331542969,94.35543823242188,640.0,480.0,False
segment_000,58,0,person,0.7418175339698792,402.5157165527344,86.14079284667969,636.9893798828125,480.0,False
segment_000,59,0,person,0.647424578666687,400.6767883300781,96.53163146972656,633.4263916015625,480.0,False
segment_000,59,0,person,0.6264517903327942,556.85888671875,377.3056640625,637.015625,480.0,False
segment_000,60,0,person,0.7713942527770996,389.2073669433594,102.26319885253906,631.4452514648438,477.4651794433594,False
segment_000,60,0,person,0.5928846597671509,541.7664794921875,380.9938659667969,633.375,480.0,False
segment_000,61,0,person,0.650187611579895,377.070556640625,98.92646789550781,632.3430786132812,476.1203308105469,False
segment_000,61,0,person,0.2955530881881714,525.058349609375,375.6203918457031,625.3784790039062,478.75982666015625,False
segment_000,62,0,person,0.5848277807235718,361.3279724121094,103.58439636230469,629.0347900390625,475.0460510253906,False
segment_000,63,0,person,0.7036427855491638,349.74761962890625,109.30897521972656,631.7913818359375,476.58013916015625,False
segment_000,64,0,person,0.5249404907226562,341.88262939453125,107.88118743896484,635.28125,476.2073059082031,False
segment_000,65,0,person,0.8036551475524902,332.9601745605469,103.04277038574219,635.7041625976562,474.7174987792969,False
segment_000,66,0,person,0.7486851215362549,323.2037658691406,103.88084411621094,633.4697265625,475.0247497558594,False
segment_000,67,0,person,0.6135557293891907,310.6427001953125,107.93416595458984,608.8419799804688,478.5830078125,False
segment_000,68,0,person,0.503416121006012,302.6865234375,107.75682830810547,626.4118041992188,475.2850646972656,False
segment_000,69,0,person,0.3562013804912567,299.2914123535156,106.32127380371094,635.3247680664062,474.4225158691406,False
segment_000,70,0,person,0.6627708077430725,295.23663330078125,110.35832214355469,632.8474731445312,477.4109191894531,False
segment_000,71,0,person,0.4890327751636505,293.9123229980469,113.81026458740234,638.8377685546875,480.0,False
segment_000,72,0,person,0.4785202443599701,295.481689453125,121.70960235595703,640.0,480.0,False
segment_000,73,0,person,0.6249114274978638,297.35162353515625,121.70455932617188,640.0,477.63336181640625,False
segment_000,74,0,person,0.6261901259422302,294.6123352050781,112.51327514648438,640.0,476.3152160644531,False
segment_000,75,0,person,0.6874794960021973,284.4269104003906,38.070316314697266,640.0,477.605224609375,False
segment_000,76,0,person,0.6983811259269714,278.0437927246094,12.28486156463623,638.3958129882812,479.1207275390625,False
segment_000,77,0,person,0.5590988397598267,267.73065185546875,0.0,636.0584716796875,477.9414367675781,False
segment_000,78,0,person,0.5584815144538879,248.64334106445312,0.0,581.63330078125,446.4068908691406,False
segment_000,79,0,person,0.5776716470718384,220.43045043945312,0.0,604.5474243164062,381.9358825683594,False
segment_000,80,0,person,0.771859884262085,214.61209106445312,0.0,532.31884765625,310.6348876953125,False
segment_000,81,0,person,0.8202916979789734,212.25440979003906,0.0,513.8482666015625,258.18035888671875,False
segment_000,82,0,person,0.4050227403640747,204.23643493652344,0.0,464.43218994140625,225.5221405029297,False
segment_000,83,0,person,0.4073808193206787,202.85879516601562,0.0,437.8560791015625,217.2567596435547,False
segment_000,84,20,elephant,0.5798033475875854,195.6208953857422,5.086644649505615,428.0149841308594,215.30889892578125,False
segment_000,85,20,elephant,0.5493902564048767,192.83766174316406,5.930703163146973,420.9628601074219,210.97207641601562,False
segment_000,85,0,person,0.4920775890350342,448.60040283203125,0.4972945749759674,586.643310546875,206.77032470703125,False
segment_000,86,0,person,0.3756488263607025,191.55162048339844,4.39407205581665,420.3644714355469,213.81985473632812,False
segment_000,86,0,person,0.39587166905403137,446.1624450683594,0.0,584.2608032226562,201.9491424560547,False
segment_000,87,0,person,0.5639865398406982,191.1226348876953,3.622772693634033,429.7563171386719,217.03463745117188,False
segment_000,87,0,person,0.6257401704788208,436.7002258300781,0.0,581.3326416015625,200.5727996826172,False
segment_000,88,0,person,0.6166411638259888,190.9276885986328,3.012667655944824,432.36431884765625,219.3780517578125,False
segment_000,88,0,person,0.6121282577514648,436.6587219238281,0.5046386122703552,576.8663940429688,199.6609649658203,False
segment_000,88,62,tv,0.42245084047317505,117.79264831542969,127.55216217041016,192.6502227783203,212.55328369140625,False
segment_000,89,0,person,0.6046817302703857,182.8314666748047,1.8092691898345947,423.505126953125,206.63815307617188,False
segment_000,89,0,person,0.717028021812439,432.1990966796875,0.05182111635804176,566.2135009765625,199.20150756835938,False
segment_000,89,62,tv,0.20127856731414795,105.82560729980469,124.83684539794922,184.26718139648438,211.2828826904297,False
segment_000,90,0,person,0.49746015667915344,162.82144165039062,0.6731528043746948,404.66314697265625,201.63462829589844,False
segment_000,90,0,person,0.5761916041374207,414.84027099609375,0.0,540.8333129882812,199.83949279785156,False
segment_000,90,62,tv,0.14890490472316742,77.9836196899414,120.12762451171875,159.67855834960938,209.44444274902344,False
segment_000,91,0,person,0.6932337880134583,150.06504821777344,0.0,373.5814514160156,194.17764282226562,False
segment_000,91,0,person,0.7243475317955017,385.30279541015625,0.0,503.98175048828125,193.88705444335938,False
segment_000,92,0,person,0.7151062488555908,142.36021423339844,2.285245895385742,353.29559326171875,192.03683471679688,False
segment_000,92,0,person,0.7953071594238281,368.67462158203125,0.0,481.6014404296875,192.58792114257812,False
segment_000,92,62,tv,0.2640623450279236,19.679840087890625,122.44994354248047,112.73882293701172,220.05010986328125,False
segment_000,93,0,person,0.4651190936565399,121.36853790283203,6.810351848602295,348.06573486328125,207.65670776367188,False
segment_000,93,0,person,0.7268526554107666,370.4679870605469,6.09747314453125,481.5841979980469,206.12411499023438,False
segment_000,93,62,tv,0.15272440016269684,28.50895118713379,133.81361389160156,119.65664672851562,233.66978454589844,False
segment_000,94,0,person,0.5399288535118103,121.10967254638672,10.74422836303711,352.66156005859375,226.16091918945312,False
segment_000,94,0,person,0.6618909239768982,372.4278869628906,9.471270561218262,488.52679443359375,223.3009796142578,False
segment_000,94,62,tv,0.21359524130821228,43.27591323852539,156.113525390625,132.75613403320312,253.53269958496094,False
segment_000,95,0,person,0.5940105319023132,117.96401977539062,7.213579177856445,352.03448486328125,233.07286071777344,False
segment_000,95,0,person,0.6853862404823303,369.3228759765625,5.547045707702637,490.4486083984375,227.43724060058594,False
segment_000,95,62,tv,0.14567503333091736,48.15487289428711,168.5173797607422,136.32643127441406,264.7861328125,False
segment_000,96,0,person,0.6920154690742493,120.675537109375,3.831428050994873,357.4924011230469,238.23220825195312,False
segment_000,96,0,person,0.7158022522926331,372.34149169921875,3.553010940551758,495.9732360839844,232.00082397460938,False
segment_000,96,62,tv,0.16364119946956635,55.02126693725586,173.25225830078125,142.67303466796875,269.8548583984375,False
segment_000,97,0,person,0.3425847589969635,181.58554077148438,16.7586727142334,411.5041198730469,286.9813537597656,False
segment_000,98,0,person,0.6275245547294617,271.27398681640625,30.06681251525879,517.4773559570312,332.7758483886719,False
segment_000,99,0,person,0.7852562069892883,299.57568359375,14.152786254882812,594.1508178710938,355.8167724609375,False
segment_000,100,0,person,0.8408316373825073,309.314697265625,3.5352256298065186,631.3436889648438,366.74700927734375,False
segment_000,101,0,person,0.8359684944152832,323.7709655761719,4.03132963180542,640.0,393.0892333984375,False
segment_000,102,0,person,0.8401097655296326,328.48199462890625,13.452101707458496,640.0,415.1545104980469,False
segment_000,103,0,person,0.8078935146331787,320.5572814941406,26.382667541503906,639.4470825195312,424.4474792480469,False
segment_000,104,0,person,0.8263086080551147,287.94696044921875,60.951786041259766,579.0862426757812,442.1050109863281,False
segment_000,105,0,person,0.7502815127372742,228.6873016357422,96.69921875,517.0142211914062,480.0,False
segment_000,106,0,person,0.6969643235206604,192.21795654296875,132.44505310058594,459.7330322265625,480.0,False
segment_000,107,0,person,0.3051097095012665,173.50592041015625,150.80259704589844,433.978271484375,480.0,False
segment_000,107,0,person,0.5882790088653564,398.5081481933594,197.5018310546875,561.93505859375,479.5213317871094,False
segment_000,108,0,person,0.32585421204566956,163.37554931640625,164.83595275878906,443.564208984375,480.0,False
segment_000,108,0,person,0.6947839856147766,397.2109680175781,198.1295623779297,560.4710693359375,480.0,False
segment_000,109,0,person,0.492777943611145,160.73678588867188,169.7401580810547,437.4948425292969,480.0,False
segment_000,109,0,person,0.612575888633728,399.69171142578125,220.0146026611328,563.9444580078125,480.0,False
segment_000,110,0,person,0.3583834171295166,156.657470703125,177.4337158203125,437.1673889160156,480.0,False
segment_000,110,0,person,0.4767467975616455,400.665771484375,232.81427001953125,560.9691162109375,480.0,False
segment_000,110,0,person,0.445285826921463,156.2982635498047,234.518310546875,379.6225280761719,480.0,False
segment_000,111,0,person,0.7003700733184814,396.8818359375,242.85028076171875,557.9124755859375,479.2478332519531,False
segment_000,111,0,person,0.5446524620056152,149.30520629882812,234.26715087890625,387.9585876464844,480.0,False
segment_000,112,0,person,0.5961198210716248,398.2645263671875,249.8815460205078,560.4473266601562,478.541259765625,False
segment_000,112,0,person,0.7327297925949097,150.62220764160156,242.15762329101562,381.01727294921875,480.0,False
segment_000,113,0,person,0.6989395022392273,397.0086669921875,241.15573120117188,560.4545288085938,475.5610046386719,False
segment_000,113,0,person,0.35211634635925293,152.2474365234375,238.71282958984375,389.982421875,477.8136901855469,False
segment_000,113,0,person,0.3713819682598114,320.5209655761719,231.8585662841797,458.55780029296875,479.2522888183594,False
segment_000,114,0,person,0.5928748846054077,394.0496520996094,243.06053161621094,555.0916748046875,475.5779724121094,False
segment_000,114,0,person,0.5385210514068604,149.84686279296875,238.2525177001953,387.6974182128906,477.7012023925781,False
segment_000,114,0,person,0.16298645734786987,319.8636169433594,232.26292419433594,477.8173522949219,479.4178466796875,False
segment_000,115,0,person,0.5953206419944763,390.7626953125,238.11351013183594,547.860107421875,475.76995849609375,False
segment_000,115,0,person,0.33765527606010437,147.64324951171875,242.84654235839844,376.8544616699219,477.6966247558594,False
segment_000,115,0,person,0.22791652381420135,315.5362243652344,231.53648376464844,459.54156494140625,479.52783203125,False
segment_000,115,39,bottle,0.5886576771736145,180.03146362304688,444.4306945800781,205.5135498046875,479.5361022949219,False
segment_000,115,0,person,0.29218634963035583,145.7604217529297,184.15184020996094,412.6648864746094,480.0,False
segment_000,116,0,person,0.7035231590270996,387.5091552734375,244.62203979492188,541.4351196289062,477.2771911621094,False
segment_000,116,0,person,0.6418349742889404,144.26918029785156,234.5419921875,394.12335205078125,478.2837829589844,False
segment_000,116,39,bottle,0.26248839497566223,174.2000274658203,442.6536865234375,200.8564910888672,479.3260192871094,False
segment_000,117,0,person,0.49206823110580444,381.43408203125,244.2624969482422,533.4912719726562,478.3634948730469,False
segment_000,117,0,person,0.5984675288200378,138.91522216796875,232.13995361328125,392.0230407714844,478.1241760253906,False
segment_000,117,39,bottle,0.22446468472480774,165.5021514892578,441.658935546875,194.765380859375,479.3595886230469,False
segment_000,117,0,person,0.4047282040119171,319.48358154296875,233.11727905273438,522.6558837890625,479.4786682128906,False
segment_000,118,0,person,0.6843745112419128,376.7533264160156,251.36001586914062,525.400634765625,479.519775390625,False
segment_000,118,0,person,0.8184127807617188,128.5817413330078,233.51417541503906,393.9061584472656,479.6971435546875,False
segment_000,119,0,person,0.7419589757919312,373.84564208984375,258.99090576171875,520.643310546875,480.0,False
segment_000,119,0,person,0.8657035827636719,120.60475158691406,236.7652587890625,388.7106628417969,480.0,False
segment_000,120,0,person,0.8312641978263855,372.9809875488281,272.3419494628906,517.1991577148438,480.0,False
segment_000,120,0,person,0.6773484349250793,116.38642120361328,238.7554168701172,388.5599365234375,478.9488220214844,False
segment_000,121,0,person,0.19148430228233337,375.481201171875,255.758544921875,521.7228393554688,479.1267395019531,False
segment_000,121,0,person,0.7544400095939636,113.05287170410156,239.61204528808594,405.7126159667969,478.7173156738281,False
segment_000,121,0,person,0.4434795081615448,199.99974060058594,399.0110168457031,270.2496643066406,479.97802734375,False
segment_000,122,0,person,0.5932035446166992,372.1298522949219,251.74081420898438,502.595703125,479.4479675292969,False
segment_000,122,0,person,0.8620272874832153,111.33428955078125,243.05604553222656,396.5314636230469,479.8860168457031,False
segment_000,123,0,person,0.5329614877700806,371.1856994628906,251.89710998535156,489.80792236328125,479.5689697265625,False
segment_000,123,0,person,0.8641074895858765,110.8680191040039,243.96414184570312,392.9808349609375,479.88140869140625,False
segment_000,124,0,person,0.5068688988685608,372.1369323730469,251.03164672851562,495.2323913574219,478.4485168457031,False
segment_000,124,0,person,0.857809841632843,110.9342269897461,242.85304260253906,392.4035949707031,479.0627746582031,False
segment_000,125,0,person,0.474408358335495,371.4656982421875,252.1369171142578,502.6923828125,478.1593017578125,False
segment_000,125,0,person,0.8585360646247864,110.66535949707031,243.5460205078125,392.04486083984375,478.9614562988281,False
segment_000,126,0,person,0.36314892768859863,371.6936950683594,252.3755340576172,513.7970581054688,478.0074462890625,False
segment_000,126,0,person,0.8620930910110474,109.94332885742188,244.61830139160156,393.570556640625,478.88201904296875,False
segment_000,127,0,person,0.36609068512916565,374.016357421875,253.26329040527344,505.70709228515625,477.8901672363281,False
segment_000,127,0,person,0.8575350642204285,112.2345199584961,244.69032287597656,394.80859375,478.6578674316406,False
segment_000,128,0,person,0.5386962890625,375.22027587890625,251.1278076171875,520.863037109375,477.956787109375,False
segment_000,128,0,person,0.8302505016326904,114.74956512451172,245.51712036132812,396.66815185546875,478.59783935546875,False
segment_000,129,0,person,0.44675377011299133,374.33782958984375,250.27394104003906,518.74560546875,478.2429504394531,False
segment_000,129,0,person,0.8706846833229065,114.53878021240234,245.75477600097656,393.87109375,478.6636962890625,False
segment_000,130,0,person,0.5288214683532715,373.0227966308594,252.25228881835938,520.3387451171875,478.3442687988281,False
segment_000,130,0,person,0.8568139672279358,113.4272689819336,246.78079223632812,393.5529479980469,478.9154052734375,False
segment_000,131,0,person,0.32736316323280334,372.697998046875,249.4132537841797,529.4878540039062,477.9773254394531,False
segment_000,131,0,person,0.8492727875709534,113.6859359741211,246.39520263671875,394.09991455078125,478.5406188964844,False
segment_000,131,0,person,0.3416418433189392,51.47501754760742,0.5873905420303345,611.5291137695312,477.2996520996094,False
segment_000,132,0,person,0.461208313703537,364.41748046875,253.04275512695312,525.8973999023438,478.2174072265625,False
segment_000,132,0,person,0.8701257109642029,113.32482147216797,246.64471435546875,395.7788391113281,478.699462890625,False
segment_000,133,0,person,0.7712352871894836,355.85089111328125,272.67059326171875,523.7142333984375,477.9441833496094,False
segment_000,133,0,person,0.8613374829292297,112.06261444091797,247.01507568359375,394.1219177246094,478.5846252441406,False
segment_000,134,0,person,0.1814165860414505,353.8523864746094,273.6976013183594,508.6572265625,478.5887145996094,False
segment_000,134,0,person,0.8369159698486328,112.84953308105469,247.26458740234375,393.7799377441406,479.0577087402344,False
segment_000,135,0,person,0.29565027356147766,360.251953125,260.4953918457031,510.0277099609375,476.7231140136719,False
segment_000,135,0,person,0.7297976613044739,125.31465911865234,243.43905639648438,403.8254699707031,477.4382629394531,False
segment_000,136,0,person,0.6758459210395813,379.3958435058594,245.8167266845703,527.4953002929688,472.145263671875,False
segment_000,136,0,person,0.7249914407730103,179.05369567871094,238.886962890625,423.15087890625,473.0589904785156,False
segment_000,136,0,person,0.416930228471756,150.3289794921875,180.9893035888672,423.7344970703125,477.4464111328125,False
segment_000,137,0,person,0.5033243894577026,400.4860534667969,236.51602172851562,549.7949829101562,471.1815490722656,False
segment_000,137,0,person,0.3720353841781616,217.6342010498047,231.7602996826172,443.96649169921875,471.9739685058594,False
segment_000,137,0,person,0.5731387138366699,174.3031463623047,174.1040496826172,447.7216796875,472.8044738769531,False
segment_000,138,0,person,0.19733723998069763,459.5721435546875,232.48455810546875,592.4285278320312,467.26641845703125,False
segment_000,138,0,person,0.768318772315979,272.3418884277344,215.52694702148438,492.9410400390625,468.596923828125,False
segment_000,138,0,person,0.4082283675670624,212.5549774169922,166.0856475830078,492.19384765625,468.14129638671875,False
segment_000,139,0,person,0.1387683004140854,320.1586608886719,220.95474243164062,529.9029541015625,468.69134521484375,False
segment_000,139,0,person,0.7068971395492554,264.9457092285156,149.65626525878906,551.2332763671875,468.67156982421875,False
segment_000,140,0,person,0.7683387398719788,298.86993408203125,133.59410095214844,594.4176635742188,471.5819396972656,False
segment_000,141,0,person,0.5493587255477905,316.6661682128906,122.72777557373047,621.80029296875,418.1239929199219,False
segment_000,142,0,person,0.6049036383628845,327.7568359375,102.49209594726562,639.0185546875,442.47711181640625,False
segment_000,143,0,person,0.3627683222293854,343.67547607421875,85.92630767822266,640.0,412.2966613769531,False
segment_000,143,0,person,0.3692196309566498,353.02679443359375,152.34698486328125,637.3023681640625,460.572509765625,False
segment_000,144,0,person,0.5776382684707642,351.19537353515625,69.87964630126953,640.0,374.75286865234375,False
segment_000,144,69,oven,0.39531704783439636,315.8136291503906,197.03823852539062,640.0,470.2130432128906,False
segment_000,145,0,person,0.3383623957633972,358.1613464355469,65.4610824584961,640.0,356.52801513671875,False
segment_000,145,69,oven,0.3196982145309448,307.19488525390625,220.4501953125,640.0,476.4356384277344,False
segment_000,146,0,person,0.6818512678146362,363.541748046875,53.504337310791016,640.0,422.1289367675781,False
segment_000,146,69,oven,0.3505062758922577,305.6748352050781,228.63262939453125,640.0,479.0918273925781,False
segment_000,147,0,person,0.7290787696838379,366.4987487792969,33.9140510559082,640.0,437.6558837890625,False
segment_000,147,69,oven,0.43437471985816956,307.6931457519531,224.3165740966797,640.0,477.67431640625,False
segment_000,148,0,person,0.8599807024002075,370.39251708984375,16.62903594970703,640.0,446.0131530761719,False
segment_000,148,69,oven,0.23391567170619965,309.9344482421875,222.82044982910156,640.0,479.9329833984375,False
segment_000,149,0,person,0.7014440894126892,387.5554504394531,9.377315521240234,640.0,423.0689392089844,False
segment_000,149,69,oven,0.4383634626865387,327.27398681640625,220.77850341796875,640.0,479.1242980957031,False
segment_000,150,0,person,0.8347539901733398,405.1313781738281,9.622306823730469,640.0,443.7082824707031,False
segment_000,150,69,oven,0.39746415615081787,339.456787109375,213.2259063720703,640.0,478.5354919433594,False
